captured_trace;bitrate;duration;packet_count;delay
capturedTraces/360x240_2mb_1mb_link_h1_to_h2_qos_4hosts.pcap;354;24.425588;790;30.91846582278481012658
capturedTraces/720x480_5mb_1mb_link_h3_to_h4_qos_4hosts.pcap;615;30.696398;1725;17.79501333333333333333
