captured_trace;bitrate;duration;packet_count;delay
capturedTraces/360x240_2mb_10mb_link_h1_to_h2_qos_4hosts.pcap;350;24.048869;770;31.23229740259740259740
capturedTraces/720x480_5mb_10mb_link_h3_to_h4_qos_4hosts.pcap;620;30.427688;1724;17.64947099767981438515
