captured_trace;bitrate;duration;packet_count;delay
capturedTraces/360x240_2mb_10mb_link_h1_to_h2_qos_4hosts.pcap;244;24.059530;536;44.88718283582089552238
capturedTraces/720x480_5mb_10mb_link_h3_to_h4_qos_4hosts.pcap;450;30.168782;1240;24.32966290322580645161
